Created_On,Source,Industry
4/13/2017,Email,Retail/Entertainment
4/13/2017,Referral,IT
4/13/2017,Paid,Education
4/13/2017,Paid,Finance
4/13/2017,Organic,Telecom
4/13/2017,Direct,Retail/Entertainment
4/13/2017,Organic,Retail/Entertainment
4/13/2017,Direct,Finance
4/13/2017,Organic,SaaS
4/13/2017,Email,Health Care
4/13/2017,Referral,Retail/Entertainment
4/13/2017,Social,Education
4/13/2017,Email,SaaS
4/13/2017,Organic,IT
4/13/2017,Organic,Finance
4/13/2017,Paid,Finance
4/13/2017,Organic,Telecom
4/13/2017,Email,Telecom
4/13/2017,Social,Finance
4/13/2017,Email,Telecom
4/13/2017,Organic,Health Care
4/13/2017,Direct,Finance
4/13/2017,Email,Education
4/13/2017,Referral,Finance
4/13/2017,Social,Retail/Entertainment
4/13/2017,Direct,Health Care
4/13/2017,Paid,Telecom
4/13/2017,Email,IT
4/13/2017,Social,Health Care
4/13/2017,Email,SaaS
4/13/2017,Email,IT
4/13/2017,Referral,Finance
4/13/2017,Paid,SaaS
4/13/2017,Email,Retail/Entertainment
4/13/2017,Paid,Education
4/13/2017,Email,Telecom
4/13/2017,Social,Retail/Entertainment
4/13/2017,Email,Telecom
4/13/2017,Organic,Telecom
4/13/2017,Social,Health Care
4/13/2017,Paid,Telecom
4/13/2017,Social,Retail/Entertainment
4/13/2017,Paid,SaaS
4/13/2017,Paid,Telecom
4/13/2017,Organic,Retail/Entertainment
4/13/2017,Paid,Education
4/13/2017,Email,IT
4/13/2017,Direct,Telecom
4/13/2017,Direct,Finance
4/13/2017,Social,Retail/Entertainment
4/13/2017,Paid,Health Care
4/13/2017,Referral,Finance
4/13/2017,Paid,IT
4/13/2017,Paid,IT
4/13/2017,Organic,Finance
4/13/2017,Organic,Retail/Entertainment
4/13/2017,Social,SaaS
4/13/2017,Email,SaaS
4/13/2017,Referral,Finance
4/14/2017,Organic,IT
4/14/2017,Paid,SaaS
4/14/2017,Referral,Education
4/14/2017,Direct,SaaS
4/14/2017,Paid,Education
4/14/2017,Paid,Finance
4/14/2017,Referral,Retail/Entertainment
4/14/2017,Social,Telecom
4/14/2017,Direct,Health Care
4/14/2017,Direct,IT
4/14/2017,Referral,Education
4/14/2017,Direct,IT
4/14/2017,Paid,SaaS
4/14/2017,Paid,Finance
4/14/2017,Email,IT
4/14/2017,Organic,Health Care
4/14/2017,Direct,Telecom
4/14/2017,Referral,Telecom
4/14/2017,Direct,SaaS
4/14/2017,Organic,SaaS
4/14/2017,Email,Education
4/14/2017,Social,IT
4/14/2017,Paid,Education
4/14/2017,Direct,Education
4/14/2017,Referral,Health Care
4/14/2017,Referral,Health Care
4/14/2017,Social,Retail/Entertainment
4/14/2017,Email,Telecom
4/14/2017,Organic,Finance
4/14/2017,Organic,IT
4/14/2017,Email,Finance
4/14/2017,Email,Education
4/14/2017,Referral,Telecom
4/14/2017,Direct,SaaS
4/14/2017,Referral,IT
4/14/2017,Referral,Education
4/14/2017,Referral,SaaS
4/14/2017,Direct,SaaS
4/14/2017,Direct,Telecom
4/14/2017,Referral,SaaS
4/14/2017,Direct,SaaS
4/14/2017,Organic,SaaS
4/14/2017,Social,Telecom
4/14/2017,Organic,IT
4/14/2017,Organic,Education
4/14/2017,Social,Telecom
4/14/2017,Social,Telecom
4/14/2017,Organic,SaaS
4/14/2017,Email,Telecom
4/14/2017,Email,SaaS
4/14/2017,Referral,Finance
4/14/2017,Referral,SaaS
4/14/2017,Social,IT
4/14/2017,Organic,Telecom
4/14/2017,Direct,Finance
4/14/2017,Email,Finance
4/14/2017,Email,IT
4/14/2017,Direct,IT
4/14/2017,Direct,Telecom
4/14/2017,Social,Education
4/14/2017,Direct,Education
4/14/2017,Email,Telecom
4/14/2017,Social,Retail/Entertainment
4/14/2017,Organic,IT
4/14/2017,Direct,Education
4/14/2017,Email,SaaS
4/14/2017,Paid,Telecom
4/14/2017,Referral,Retail/Entertainment
4/14/2017,Organic,Telecom
4/14/2017,Paid,SaaS
4/14/2017,Paid,SaaS
4/14/2017,Social,Health Care
4/14/2017,Email,IT
4/15/2017,Email,SaaS
4/15/2017,Direct,Telecom
4/15/2017,Paid,Telecom
4/15/2017,Organic,IT
4/15/2017,Referral,Retail/Entertainment
4/15/2017,Referral,SaaS
4/15/2017,Direct,SaaS
4/15/2017,Referral,Health Care
4/15/2017,Referral,SaaS
4/15/2017,Paid,IT
4/15/2017,Referral,Education
4/15/2017,Paid,Retail/Entertainment
4/15/2017,Email,Retail/Entertainment
4/15/2017,Paid,Retail/Entertainment
4/15/2017,Email,Retail/Entertainment
4/15/2017,Paid,Finance
4/15/2017,Organic,IT
4/15/2017,Email,Retail/Entertainment
4/15/2017,Paid,Telecom
4/15/2017,Referral,Finance
4/15/2017,Referral,Finance
4/15/2017,Paid,Finance
4/15/2017,Referral,Retail/Entertainment
4/15/2017,Paid,Retail/Entertainment
4/15/2017,Paid,Telecom
4/15/2017,Direct,SaaS
4/15/2017,Organic,Telecom
4/15/2017,Social,IT
4/15/2017,Direct,Telecom
4/15/2017,Email,Retail/Entertainment
4/15/2017,Social,SaaS
4/15/2017,Social,Telecom
4/15/2017,Social,Education
4/15/2017,Social,Health Care
4/15/2017,Social,Health Care
4/15/2017,Email,Health Care
4/15/2017,Direct,IT
4/15/2017,Paid,Telecom
4/15/2017,Paid,Retail/Entertainment
4/15/2017,Paid,Health Care
4/15/2017,Organic,SaaS
4/15/2017,Social,Telecom
4/15/2017,Email,IT
4/15/2017,Paid,Telecom
4/15/2017,Direct,Finance
4/15/2017,Direct,Finance
4/15/2017,Paid,Telecom
4/15/2017,Email,Telecom
4/15/2017,Direct,Education
4/15/2017,Direct,SaaS
4/15/2017,Email,IT
4/15/2017,Organic,Telecom
4/15/2017,Social,Finance
4/15/2017,Email,Finance
4/15/2017,Referral,Retail/Entertainment
4/15/2017,Email,SaaS
4/15/2017,Organic,Retail/Entertainment
4/15/2017,Social,Telecom
4/15/2017,Organic,Health Care
4/15/2017,Email,Education
4/15/2017,Direct,SaaS
4/15/2017,Social,Finance
4/15/2017,Paid,SaaS
4/15/2017,Social,Telecom
4/15/2017,Paid,SaaS
4/15/2017,Referral,Retail/Entertainment
4/15/2017,Referral,Telecom
4/15/2017,Organic,SaaS
4/15/2017,Direct,Health Care
4/15/2017,Email,IT
4/15/2017,Referral,Finance
4/15/2017,Paid,Telecom
4/15/2017,Organic,Health Care
4/15/2017,Paid,Retail/Entertainment
4/15/2017,Organic,Retail/Entertainment
4/15/2017,Referral,SaaS
4/15/2017,Paid,SaaS
4/15/2017,Paid,IT
4/15/2017,Email,Finance
4/15/2017,Organic,SaaS
4/15/2017,Referral,Education
4/15/2017,Direct,Health Care
4/15/2017,Direct,IT
4/15/2017,Organic,Finance
4/15/2017,Referral,Health Care
4/15/2017,Referral,Finance
4/16/2017,Social,Finance
4/16/2017,Email,Telecom
4/16/2017,Referral,Finance
4/16/2017,Direct,IT
4/16/2017,Social,Finance
4/16/2017,Referral,Finance
4/16/2017,Social,Retail/Entertainment
4/16/2017,Referral,SaaS
4/16/2017,Organic,Education
4/16/2017,Organic,Education
4/16/2017,Paid,Telecom
4/16/2017,Direct,SaaS
4/16/2017,Paid,Education
4/16/2017,Referral,Education
4/16/2017,Direct,Health Care
4/16/2017,Referral,SaaS
4/16/2017,Email,Retail/Entertainment
4/16/2017,Email,IT
4/16/2017,Referral,SaaS
4/16/2017,Email,IT
4/16/2017,Referral,SaaS
4/16/2017,Organic,Education
4/16/2017,Paid,Health Care
4/16/2017,Referral,Education
4/16/2017,Referral,Finance
4/16/2017,Email,Retail/Entertainment
4/16/2017,Paid,Telecom
4/16/2017,Email,Health Care
4/16/2017,Email,IT
4/16/2017,Social,Telecom
4/16/2017,Paid,SaaS
4/16/2017,Referral,Health Care
4/16/2017,Direct,Telecom
4/16/2017,Organic,SaaS
4/16/2017,Direct,Finance
4/16/2017,Direct,Finance
4/16/2017,Paid,Finance
4/16/2017,Direct,IT
4/16/2017,Paid,SaaS
4/16/2017,Paid,SaaS
4/16/2017,Paid,SaaS
4/16/2017,Referral,Health Care
4/16/2017,Organic,Telecom
4/16/2017,Email,Finance
4/16/2017,Paid,Education
4/16/2017,Referral,Telecom
4/16/2017,Email,Telecom
4/16/2017,Paid,Finance
4/16/2017,Organic,Health Care
4/16/2017,Direct,IT
4/16/2017,Direct,Education
4/16/2017,Direct,Finance
4/16/2017,Direct,Telecom
4/16/2017,Email,SaaS
4/16/2017,Direct,Health Care
4/16/2017,Email,Finance
4/16/2017,Email,Telecom
4/16/2017,Social,IT
4/16/2017,Social,Telecom
4/16/2017,Organic,Telecom
4/16/2017,Referral,Finance
4/16/2017,Social,Finance
4/16/2017,Referral,Telecom
4/16/2017,Email,SaaS
4/16/2017,Direct,SaaS
4/16/2017,Email,Education
4/16/2017,Social,IT
4/16/2017,Referral,SaaS
4/16/2017,Email,IT
4/16/2017,Direct,Education
4/16/2017,Paid,SaaS
4/16/2017,Referral,Retail/Entertainment
4/16/2017,Direct,Telecom
4/16/2017,Paid,Retail/Entertainment
4/16/2017,Social,Finance
4/16/2017,Direct,SaaS
4/16/2017,Social,IT
4/17/2017,Paid,Retail/Entertainment
4/17/2017,Organic,SaaS
4/17/2017,Email,Telecom
4/17/2017,Direct,Telecom
4/17/2017,Referral,SaaS
4/17/2017,Email,Telecom
4/17/2017,Email,SaaS
4/17/2017,Organic,IT
4/17/2017,Email,IT
4/17/2017,Organic,Retail/Entertainment
4/17/2017,Direct,IT
4/17/2017,Paid,IT
4/17/2017,Referral,SaaS
4/17/2017,Direct,Telecom
4/17/2017,Paid,Telecom
4/17/2017,Email,Retail/Entertainment
4/17/2017,Organic,Finance
4/17/2017,Email,Telecom
4/17/2017,Organic,Health Care
4/17/2017,Organic,Education
4/17/2017,Referral,Finance
4/17/2017,Organic,IT
4/17/2017,Email,Telecom
4/17/2017,Referral,IT
4/17/2017,Paid,Finance
4/17/2017,Paid,Health Care
4/17/2017,Paid,Telecom
4/17/2017,Paid,Finance
4/17/2017,Email,Finance
4/17/2017,Referral,Retail/Entertainment
4/17/2017,Direct,Telecom
4/17/2017,Direct,Telecom
4/17/2017,Email,Finance
4/17/2017,Social,Telecom
4/17/2017,Referral,Education
4/17/2017,Organic,IT
4/17/2017,Direct,SaaS
4/17/2017,Email,Education
4/17/2017,Paid,SaaS
4/17/2017,Paid,Retail/Entertainment
4/17/2017,Paid,IT
4/17/2017,Email,Finance
4/17/2017,Direct,SaaS
4/17/2017,Organic,SaaS
4/17/2017,Paid,Retail/Entertainment
4/17/2017,Direct,Health Care
4/17/2017,Referral,Health Care
4/17/2017,Organic,Telecom
4/17/2017,Paid,Retail/Entertainment
4/17/2017,Direct,Telecom
4/17/2017,Organic,Finance
4/17/2017,Referral,Finance
4/17/2017,Referral,SaaS
4/17/2017,Organic,Finance
4/17/2017,Social,Telecom
4/17/2017,Email,Telecom
4/17/2017,Referral,IT
4/17/2017,Paid,SaaS
4/17/2017,Email,Health Care
4/17/2017,Email,Retail/Entertainment
4/17/2017,Direct,Finance
4/17/2017,Organic,Education
4/17/2017,Email,Education
4/17/2017,Email,Finance
4/17/2017,Email,Finance
4/17/2017,Referral,Education
4/17/2017,Email,Telecom
4/17/2017,Direct,Retail/Entertainment
4/17/2017,Referral,Finance
4/17/2017,Organic,IT
4/17/2017,Organic,Education
4/17/2017,Paid,Finance
4/17/2017,Email,Telecom
4/17/2017,Referral,Education
4/18/2017,Organic,SaaS
4/18/2017,Social,IT
4/18/2017,Email,SaaS
4/18/2017,Direct,Education
4/18/2017,Paid,SaaS
4/18/2017,Organic,Health Care
4/18/2017,Referral,Health Care
4/18/2017,Social,Retail/Entertainment
4/18/2017,Referral,SaaS
4/18/2017,Organic,Telecom
4/18/2017,Social,Telecom
4/18/2017,Organic,Education
4/18/2017,Email,Retail/Entertainment
4/18/2017,Referral,SaaS
4/18/2017,Organic,SaaS
4/18/2017,Referral,Telecom
4/18/2017,Social,IT
4/18/2017,Direct,SaaS
4/18/2017,Organic,IT
4/18/2017,Email,IT
4/18/2017,Referral,Finance
4/18/2017,Social,SaaS
4/18/2017,Direct,Telecom
4/18/2017,Email,IT
4/18/2017,Direct,Retail/Entertainment
4/18/2017,Referral,SaaS
4/18/2017,Direct,SaaS
4/18/2017,Referral,Finance
4/18/2017,Paid,IT
4/18/2017,Organic,IT
4/18/2017,Organic,Finance
4/18/2017,Email,Finance
4/18/2017,Organic,Retail/Entertainment
4/18/2017,Email,Finance
4/18/2017,Social,Education
4/18/2017,Direct,Telecom
4/18/2017,Organic,Telecom
4/18/2017,Social,Finance
4/18/2017,Direct,Health Care
4/18/2017,Social,Telecom
4/18/2017,Social,SaaS
4/18/2017,Social,SaaS
4/18/2017,Social,Telecom
4/18/2017,Direct,IT
4/18/2017,Organic,Finance
4/18/2017,Direct,Retail/Entertainment
4/18/2017,Social,Health Care
4/18/2017,Direct,SaaS
4/18/2017,Direct,Retail/Entertainment
4/18/2017,Paid,Telecom
4/19/2017,Email,Finance
4/19/2017,Referral,Education
4/19/2017,Referral,Health Care
4/19/2017,Social,Retail/Entertainment
4/19/2017,Email,Finance
4/19/2017,Paid,Education
4/19/2017,Organic,Education
4/19/2017,Referral,SaaS
4/19/2017,Paid,Finance
4/19/2017,Email,Health Care
4/19/2017,Organic,Health Care
4/19/2017,Direct,SaaS
4/19/2017,Email,Health Care
4/19/2017,Paid,Health Care
4/19/2017,Direct,Retail/Entertainment
4/19/2017,Organic,SaaS
4/19/2017,Referral,Telecom
4/19/2017,Direct,SaaS
4/19/2017,Paid,Telecom
4/19/2017,Referral,SaaS
4/19/2017,Social,Health Care
4/19/2017,Organic,Telecom
4/19/2017,Organic,Retail/Entertainment
4/19/2017,Direct,SaaS
4/19/2017,Referral,Telecom
4/19/2017,Paid,SaaS
4/19/2017,Paid,Finance
4/19/2017,Social,SaaS
4/19/2017,Direct,Telecom
4/19/2017,Social,Telecom
4/19/2017,Email,Telecom
4/19/2017,Referral,Telecom
4/19/2017,Referral,SaaS
4/19/2017,Organic,Health Care
4/19/2017,Email,Health Care
4/19/2017,Paid,Finance
4/19/2017,Email,Retail/Entertainment
4/19/2017,Email,Telecom
4/19/2017,Social,Education
4/19/2017,Organic,SaaS
4/19/2017,Social,Finance
4/19/2017,Email,Health Care
4/19/2017,Organic,Education
4/19/2017,Referral,Retail/Entertainment
4/19/2017,Referral,SaaS
4/19/2017,Referral,Health Care
4/19/2017,Direct,Telecom
4/19/2017,Paid,Finance
4/19/2017,Organic,SaaS
4/19/2017,Referral,Telecom
4/19/2017,Organic,SaaS
4/19/2017,Referral,Finance
4/19/2017,Email,Health Care
4/19/2017,Direct,Telecom
4/19/2017,Email,Education
4/19/2017,Direct,Retail/Entertainment
4/19/2017,Organic,IT
4/19/2017,Social,Finance
4/19/2017,Social,SaaS
4/19/2017,Social,Finance
4/19/2017,Organic,SaaS
4/19/2017,Paid,Finance
4/19/2017,Email,Telecom
4/19/2017,Paid,Health Care
4/19/2017,Referral,Health Care
4/19/2017,Social,Health Care
4/19/2017,Organic,Telecom
4/19/2017,Organic,Telecom
4/19/2017,Organic,Health Care
4/19/2017,Direct,Finance
4/19/2017,Paid,IT
4/20/2017,Organic,SaaS
4/20/2017,Organic,Education
4/20/2017,Email,Education
4/20/2017,Organic,SaaS
4/20/2017,Organic,IT
4/20/2017,Organic,Retail/Entertainment
4/20/2017,Organic,Telecom
4/20/2017,Social,Health Care
4/20/2017,Organic,Education
4/20/2017,Email,Finance
4/20/2017,Organic,Education
4/20/2017,Email,Telecom
4/20/2017,Direct,Finance
4/20/2017,Paid,Telecom
4/20/2017,Social,SaaS
4/20/2017,Direct,SaaS
4/20/2017,Referral,IT
4/20/2017,Social,Telecom
4/20/2017,Direct,Finance
4/20/2017,Referral,Telecom
4/20/2017,Referral,SaaS
4/20/2017,Email,Finance
4/20/2017,Referral,Finance
4/20/2017,Direct,Health Care
4/20/2017,Direct,Retail/Entertainment
4/20/2017,Email,Education
4/20/2017,Organic,Education
4/20/2017,Email,IT
4/20/2017,Social,Education
4/20/2017,Referral,Finance
4/20/2017,Organic,SaaS
4/20/2017,Direct,Retail/Entertainment
4/20/2017,Social,IT
4/20/2017,Organic,SaaS
4/20/2017,Social,Retail/Entertainment
4/20/2017,Paid,IT
4/20/2017,Social,Health Care
4/20/2017,Email,Health Care
4/20/2017,Referral,Finance
4/20/2017,Direct,SaaS
4/20/2017,Organic,Retail/Entertainment
4/20/2017,Email,Telecom
4/20/2017,Direct,Education
4/20/2017,Direct,Health Care
4/20/2017,Direct,SaaS
4/20/2017,Referral,IT
4/20/2017,Direct,SaaS
4/20/2017,Referral,Telecom
4/20/2017,Paid,Health Care
4/20/2017,Direct,Retail/Entertainment
4/20/2017,Organic,Finance
4/20/2017,Direct,Health Care
4/20/2017,Organic,Telecom
4/20/2017,Referral,Telecom
4/20/2017,Social,Retail/Entertainment
4/20/2017,Direct,Finance
4/20/2017,Direct,SaaS
4/20/2017,Referral,IT
4/20/2017,Referral,SaaS
4/20/2017,Social,Retail/Entertainment
4/20/2017,Social,Telecom
4/20/2017,Direct,SaaS
4/20/2017,Social,Telecom
4/20/2017,Paid,IT
4/20/2017,Organic,SaaS
4/20/2017,Paid,Telecom
4/20/2017,Email,Health Care
4/20/2017,Referral,SaaS
4/20/2017,Referral,Health Care
4/20/2017,Direct,Education
4/20/2017,Organic,Education
4/20/2017,Referral,Education
4/20/2017,Email,Telecom
4/20/2017,Social,Education
4/20/2017,Referral,Education
4/20/2017,Referral,SaaS
4/20/2017,Email,Health Care
4/20/2017,Paid,SaaS
4/20/2017,Direct,Health Care
4/20/2017,Direct,Telecom
4/20/2017,Email,Health Care
4/20/2017,Organic,Health Care
4/20/2017,Email,SaaS
4/20/2017,Email,Finance
4/20/2017,Social,Health Care
4/20/2017,Direct,SaaS
4/20/2017,Organic,Education
4/20/2017,Organic,SaaS
4/20/2017,Organic,Education
4/20/2017,Email,Telecom
4/20/2017,Direct,SaaS
4/20/2017,Social,Retail/Entertainment
4/20/2017,Organic,SaaS
4/20/2017,Social,Telecom
4/20/2017,Social,Education
4/20/2017,Paid,IT
4/20/2017,Direct,Retail/Entertainment
4/20/2017,Referral,Health Care
4/20/2017,Referral,Education
4/20/2017,Email,Telecom
4/20/2017,Paid,Health Care
4/20/2017,Paid,Health Care
4/20/2017,Direct,Education
4/20/2017,Direct,Education
4/20/2017,Social,Education
4/20/2017,Paid,Retail/Entertainment
4/20/2017,Referral,Telecom
4/20/2017,Direct,Retail/Entertainment
4/20/2017,Email,Finance
4/20/2017,Paid,Health Care
4/20/2017,Email,Finance
4/20/2017,Paid,Education
4/20/2017,Social,Retail/Entertainment
4/21/2017,Social,Telecom
4/21/2017,Paid,Health Care
4/21/2017,Referral,Finance
4/21/2017,Organic,SaaS
4/21/2017,Email,Telecom
4/21/2017,Direct,Telecom
4/21/2017,Email,Telecom
4/21/2017,Paid,IT
4/21/2017,Social,Telecom
4/21/2017,Referral,Retail/Entertainment
4/21/2017,Organic,Health Care
4/21/2017,Organic,SaaS
4/21/2017,Referral,Telecom
4/21/2017,Referral,SaaS
4/21/2017,Email,Finance
4/21/2017,Social,Telecom
4/21/2017,Email,Telecom
4/21/2017,Organic,Telecom
4/21/2017,Paid,SaaS
4/21/2017,Email,Telecom
4/21/2017,Paid,Finance
4/21/2017,Social,Finance
4/21/2017,Direct,Finance
4/21/2017,Paid,Telecom
4/21/2017,Direct,IT
4/21/2017,Referral,Finance
4/21/2017,Referral,SaaS
4/21/2017,Email,SaaS
4/21/2017,Paid,SaaS
4/21/2017,Email,Telecom
4/21/2017,Direct,Health Care
4/21/2017,Referral,Education
4/21/2017,Email,Health Care
4/21/2017,Organic,Health Care
4/21/2017,Social,Telecom
4/21/2017,Social,Education
4/21/2017,Paid,Telecom
4/21/2017,Email,Finance
4/21/2017,Paid,Retail/Entertainment
4/21/2017,Paid,Telecom
4/21/2017,Paid,Telecom
4/21/2017,Organic,Finance
4/21/2017,Referral,Finance
4/21/2017,Paid,Telecom
4/21/2017,Email,Finance
4/21/2017,Social,Health Care
4/21/2017,Paid,IT
4/21/2017,Direct,Finance
4/21/2017,Direct,Retail/Entertainment
4/21/2017,Social,Telecom
4/21/2017,Social,IT
4/21/2017,Referral,IT
4/21/2017,Referral,Telecom
4/21/2017,Direct,Education
4/21/2017,Referral,SaaS
4/21/2017,Referral,IT
4/21/2017,Direct,IT
4/21/2017,Organic,Telecom
4/21/2017,Organic,Finance
4/21/2017,Social,Retail/Entertainment
4/21/2017,Paid,SaaS
4/21/2017,Organic,Telecom
4/21/2017,Email,Telecom
4/21/2017,Direct,SaaS
4/21/2017,Direct,Telecom
4/21/2017,Paid,Finance
4/21/2017,Organic,IT
4/21/2017,Paid,SaaS
4/21/2017,Email,SaaS
4/21/2017,Email,Education
4/21/2017,Email,Telecom
4/21/2017,Organic,Retail/Entertainment
4/21/2017,Email,Finance
4/21/2017,Organic,IT
4/21/2017,Social,Health Care
4/22/2017,Email,Education
4/22/2017,Referral,Finance
4/22/2017,Email,Finance
4/22/2017,Social,SaaS
4/22/2017,Paid,Finance
4/22/2017,Paid,Retail/Entertainment
4/22/2017,Direct,Health Care
4/22/2017,Paid,SaaS
4/22/2017,Direct,SaaS
4/22/2017,Paid,Education
4/22/2017,Paid,SaaS
4/22/2017,Organic,Finance
4/22/2017,Organic,IT
4/22/2017,Organic,SaaS
4/22/2017,Organic,IT
4/22/2017,Paid,Retail/Entertainment
4/22/2017,Direct,Telecom
4/22/2017,Paid,SaaS
4/22/2017,Organic,IT
4/22/2017,Referral,Retail/Entertainment
4/22/2017,Email,Health Care
4/22/2017,Referral,Education
4/22/2017,Email,Finance
4/22/2017,Referral,IT
4/22/2017,Social,Telecom
4/22/2017,Organic,Retail/Entertainment
4/22/2017,Email,SaaS
4/22/2017,Referral,IT
4/22/2017,Email,Finance
4/22/2017,Social,Telecom
4/22/2017,Social,Health Care
4/22/2017,Social,Education
4/22/2017,Paid,SaaS
4/22/2017,Direct,Retail/Entertainment
4/22/2017,Organic,Telecom
4/22/2017,Direct,Telecom
4/22/2017,Organic,Telecom
4/22/2017,Direct,Health Care
4/22/2017,Organic,Telecom
4/22/2017,Direct,IT
4/22/2017,Paid,Telecom
4/22/2017,Direct,SaaS
4/22/2017,Referral,IT
4/22/2017,Referral,SaaS
4/22/2017,Social,Retail/Entertainment
4/22/2017,Organic,Health Care
4/22/2017,Email,Finance
4/22/2017,Social,IT
4/22/2017,Referral,SaaS
4/22/2017,Paid,SaaS
4/22/2017,Social,Health Care
4/22/2017,Paid,SaaS
4/22/2017,Direct,Education
4/22/2017,Referral,SaaS
4/22/2017,Direct,SaaS
4/22/2017,Organic,Health Care
4/22/2017,Paid,Finance
4/22/2017,Social,IT
4/22/2017,Direct,Finance
4/22/2017,Social,Telecom
4/22/2017,Email,Telecom
4/22/2017,Paid,Finance
4/22/2017,Social,Education
4/22/2017,Referral,Telecom
4/22/2017,Organic,IT
4/22/2017,Social,Retail/Entertainment
4/22/2017,Direct,Telecom
4/22/2017,Direct,SaaS
4/22/2017,Social,IT
4/22/2017,Direct,Health Care
4/22/2017,Referral,Retail/Entertainment
4/22/2017,Direct,SaaS
4/22/2017,Paid,Finance
4/22/2017,Email,SaaS
4/22/2017,Email,Finance
4/22/2017,Email,Telecom
4/23/2017,Social,IT
4/23/2017,Referral,Finance
4/23/2017,Social,Finance
4/23/2017,Organic,Health Care
4/23/2017,Social,IT
4/23/2017,Social,Health Care
4/23/2017,Email,Education
4/23/2017,Paid,IT
4/23/2017,Organic,Finance
4/23/2017,Paid,Health Care
4/23/2017,Email,SaaS
4/23/2017,Email,Health Care
4/23/2017,Email,Finance
4/23/2017,Direct,Telecom
4/23/2017,Referral,Education
4/23/2017,Organic,SaaS
4/23/2017,Social,Telecom
4/23/2017,Direct,IT
4/23/2017,Paid,Health Care
4/23/2017,Direct,Education
4/23/2017,Direct,Retail/Entertainment
4/23/2017,Email,Health Care
4/23/2017,Organic,SaaS
4/23/2017,Organic,IT
4/23/2017,Referral,Education
4/23/2017,Email,Telecom
4/23/2017,Direct,SaaS
4/23/2017,Paid,Retail/Entertainment
4/23/2017,Email,IT
4/23/2017,Social,Retail/Entertainment
4/23/2017,Paid,Retail/Entertainment
4/23/2017,Referral,SaaS
4/23/2017,Email,Finance
4/23/2017,Referral,Health Care
4/23/2017,Direct,Retail/Entertainment
4/23/2017,Direct,SaaS
4/23/2017,Organic,Health Care
4/23/2017,Organic,Finance
4/23/2017,Social,IT
4/23/2017,Paid,SaaS
4/23/2017,Direct,Health Care
4/23/2017,Referral,Health Care
4/23/2017,Referral,SaaS
4/23/2017,Paid,Finance
4/23/2017,Social,Retail/Entertainment
4/23/2017,Direct,Education
4/23/2017,Direct,Health Care
4/23/2017,Referral,Telecom
4/23/2017,Direct,SaaS
4/23/2017,Organic,Education
4/23/2017,Social,IT
4/23/2017,Email,SaaS
4/23/2017,Paid,Telecom
4/23/2017,Paid,Retail/Entertainment
4/23/2017,Email,Finance
4/23/2017,Organic,SaaS
4/23/2017,Social,Telecom
4/23/2017,Social,Telecom
4/23/2017,Paid,Telecom
4/23/2017,Email,SaaS
4/23/2017,Social,Telecom
4/23/2017,Paid,SaaS
4/23/2017,Direct,Finance
4/23/2017,Direct,SaaS
4/23/2017,Social,Telecom
4/23/2017,Referral,Retail/Entertainment
4/23/2017,Organic,Retail/Entertainment
4/23/2017,Referral,Health Care
4/23/2017,Social,Retail/Entertainment
4/23/2017,Organic,Finance
4/23/2017,Organic,SaaS
4/23/2017,Email,Finance
4/23/2017,Social,IT
4/23/2017,Referral,Finance
4/23/2017,Organic,Retail/Entertainment
4/23/2017,Direct,Retail/Entertainment
4/23/2017,Organic,SaaS
4/23/2017,Organic,Telecom
4/23/2017,Direct,Health Care
4/23/2017,Referral,Finance
4/23/2017,Direct,Education
4/23/2017,Referral,Finance
4/23/2017,Organic,Telecom
4/23/2017,Referral,IT
4/23/2017,Referral,Health Care
4/23/2017,Direct,Retail/Entertainment
4/23/2017,Email,Telecom
4/24/2017,Referral,Telecom
4/24/2017,Organic,Health Care
4/24/2017,Paid,Health Care
4/24/2017,Paid,IT
4/24/2017,Organic,Telecom
4/24/2017,Social,IT
4/24/2017,Organic,Health Care
4/24/2017,Referral,Health Care
4/24/2017,Social,Retail/Entertainment
4/24/2017,Email,SaaS
4/24/2017,Social,Education
4/24/2017,Social,Telecom
4/24/2017,Social,Health Care
4/24/2017,Social,Education
4/24/2017,Social,Telecom
4/24/2017,Direct,SaaS
4/24/2017,Email,Telecom
4/24/2017,Organic,IT
4/24/2017,Paid,IT
4/24/2017,Email,Finance
4/24/2017,Organic,SaaS
4/24/2017,Email,IT
4/24/2017,Direct,SaaS
4/24/2017,Paid,SaaS
4/24/2017,Email,Finance
4/24/2017,Direct,IT
4/24/2017,Social,Retail/Entertainment
4/24/2017,Email,Telecom
4/24/2017,Social,Education
4/24/2017,Email,IT
4/24/2017,Referral,Education
4/24/2017,Organic,Retail/Entertainment
4/24/2017,Organic,Finance
4/24/2017,Organic,IT
4/24/2017,Paid,Finance
4/24/2017,Referral,IT
4/24/2017,Paid,Retail/Entertainment
4/24/2017,Organic,IT
4/24/2017,Organic,Finance
4/24/2017,Organic,Education
4/24/2017,Referral,Health Care
4/24/2017,Paid,Finance
4/24/2017,Paid,Health Care
4/24/2017,Organic,Education
4/24/2017,Referral,SaaS
4/24/2017,Paid,Retail/Entertainment
4/24/2017,Email,SaaS
4/24/2017,Email,Finance
4/24/2017,Email,Finance
4/24/2017,Referral,Telecom
4/24/2017,Social,Health Care
4/24/2017,Referral,Finance
4/24/2017,Referral,Health Care
4/24/2017,Paid,Finance
